Ages,Feb (es),Feb (pval),March (es),March (pval),April (es),April (pval),May (es),May (pval),June (es),June (pval),July (es),July (pval),Aug (es),Aug (pval)
0-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-29,NaN,NaN,NaN,NaN,0.1952,NaN,NaN,NaN,0.1619,NaN,-0.3919,NaN,2.6839,NaN
30-39,NaN,NaN,-0.7593,NaN,0.1854,1.3321,0.3526,1.3321,-0.3042,NaN,0.1648,1.3321,-0.8044,1.3321
40-49,NaN,NaN,0.3433,1.3321,0.1953,1.3321,0.0877,1.4362,-0.1172,1.4362,-0.3131,1.3321,-0.3996,1.3321
50-64,NaN,NaN,-0.0074,1.6149,0.3011,1.3321,0.2516,1.3321,0.1644,1.3321,-0.1653,1.3321,-0.0566,1.3415
65-74,NaN,NaN,-0.1001,1.3415,0.2245,1.3321,0.0065,1.6149,-0.0141,1.6149,-0.1097,1.3321,-0.0970,1.3321
75-84,NaN,NaN,0.2370,1.3321,0.1224,1.3321,0.1228,1.3321,0.1126,1.3366,-0.1228,1.3321,-0.0288,1.4362
85-plus,NaN,NaN,0.4776,1.2089,0.1686,1.3321,0.1265,1.3321,0.1069,1.3321,0.0751,1.3321,0.2905,1.2089
