Ages,Feb (es),Feb (pval),March (es),March (pval),April (es),April (pval),May (es),May (pval),June (es),June (pval),July (es),July (pval),Aug (es),Aug (pval)
0-17,NaN,NaN,NaN,NaN,0.1636,1.3986,0.0075,1.3986,0.0848,1.2407,0.0640,1.3986,0.9067,0.8053
18-29,NaN,NaN,NaN,NaN,0.0576,1.3986,0.1871,0.6574,0.2005,0.5194,-0.0314,1.3986,0.5360,0.5014
30-39,NaN,NaN,NaN,NaN,0.6080,0.5194,0.1064,0.8463,0.1671,0.6574,0.2762,0.4693,0.5494,0.1997
40-49,NaN,NaN,NaN,NaN,-0.0150,1.3986,-0.0135,1.3986,0.0180,1.3986,-0.0076,1.3986,0.2214,0.5194
50-64,NaN,NaN,NaN,NaN,0.1692,0.4319,0.0080,1.3986,0.0176,1.3986,-0.0003,1.3986,0.2461,0.5014
65-74,NaN,NaN,NaN,NaN,0.2252,0.2247,0.0737,0.6846,-0.0142,1.3986,0.0040,1.3986,0.2327,0.1997
75-84,NaN,NaN,NaN,NaN,0.4369,0.0105,0.1214,0.4693,-0.0002,1.3986,-0.0001,1.3986,0.1960,0.4089
85-plus,NaN,NaN,NaN,NaN,0.8865,0.0000,0.1925,0.1372,0.0314,1.3986,-0.0461,0.8053,0.1549,0.5194
