Ages,Feb (es),Feb (pval),March (es),March (pval),April (es),April (pval),May (es),May (pval),June (es),June (pval),July (es),July (pval),Aug (es),Aug (pval)
0-17,NaN,NaN,NaN,NaN,-0.0426,1.2559,0.0748,0.3596,0.0241,1.2559,0.2023,0.0212,0.5958,0.0485
18-29,NaN,NaN,NaN,NaN,0.1267,0.5432,0.2058,0.0146,0.1296,0.1564,0.1352,0.3164,0.4026,0.1194
30-39,NaN,NaN,NaN,NaN,0.1238,0.5351,0.0733,0.5432,0.0882,0.2697,0.0611,0.8328,0.3501,0.1194
40-49,NaN,NaN,NaN,NaN,0.1259,0.4750,0.0307,1.1103,0.0420,0.9981,0.0811,0.3596,0.2747,0.1564
50-64,NaN,NaN,NaN,NaN,0.1170,0.4166,-0.0078,1.3325,0.0123,1.2831,-0.0079,1.3090,0.2449,0.3164
65-74,NaN,NaN,NaN,NaN,0.1150,0.4750,0.0577,0.6311,-0.0259,1.1103,-0.0035,1.3705,0.2692,0.1564
75-84,NaN,NaN,NaN,NaN,0.6627,0.0000,0.1190,0.2697,-0.0155,1.2757,0.0024,1.3731,0.1649,0.4750
85-plus,NaN,NaN,NaN,NaN,0.7964,0.0000,0.1990,0.0418,-0.0013,1.3731,-0.0347,1.1103,0.0711,1.0521
