Ages,Feb (es),Feb (pval),March (es),March (pval),April (es),April (pval),May (es),May (pval),June (es),June (pval),July (es),July (pval),Aug (es),Aug (pval)
0-17,0.1619,0.8526,0.1229,0.9341,0.0153,0.9609,0.0889,0.7285,0.1655,0.4785,0.1781,0.6846,1.0885,0.4025
18-29,0.3371,0.5191,0.2418,0.7005,-0.0769,0.9341,0.3434,0.3720,0.1614,0.4025,0.1720,0.6846,0.6098,0.4025
30-39,0.2385,0.3720,0.1290,0.7829,0.2911,0.6846,0.1912,0.4785,0.3190,0.0632,0.5077,0.0254,0.5168,0.4025
40-49,0.1362,0.4025,0.0945,0.6423,-0.0772,0.7285,-0.0338,0.7902,0.0282,0.7285,0.0998,0.4025,0.2482,0.4025
50-64,0.1264,0.4025,-0.0442,0.6846,0.0591,0.7285,-0.0223,0.8383,0.0390,0.6904,0.0653,0.4025,0.1032,0.7285
65-74,0.1133,0.4073,-0.0500,0.6639,0.0833,0.6846,0.0415,0.7285,-0.0231,0.7606,0.0473,0.6423,0.1665,0.4025
75-84,0.0494,0.7227,0.0324,0.7285,0.1947,0.4025,0.0692,0.6846,-0.0057,0.9387,0.0915,0.3965,0.1611,0.4025
85-plus,0.1749,0.0286,0.1459,0.3720,0.7872,0.0000,0.2612,0.1290,0.0071,0.9387,0.0879,0.4025,0.1040,0.6842
