Ages,Feb (es),Feb (pval),March (es),March (pval),April (es),April (pval),May (es),May (pval),June (es),June (pval),July (es),July (pval),Aug (es),Aug (pval)
0-17,NaN,NaN,NaN,NaN,0.4847,0.4712,-0.0161,0.9510,0.0574,0.7173,0.1375,0.6298,0.8060,0.4388
18-29,NaN,NaN,NaN,NaN,0.1482,0.7329,0.0474,0.8355,0.1834,0.3144,-0.0154,0.9321,0.3765,0.2265
30-39,NaN,NaN,NaN,NaN,0.6976,0.0888,0.1211,0.4237,0.0986,0.5399,0.2393,0.1477,0.5300,0.0346
40-49,NaN,NaN,NaN,NaN,0.4441,0.0258,0.0099,0.9302,0.0038,0.9649,-0.0004,0.9946,0.2005,0.1632
50-64,NaN,NaN,NaN,NaN,0.2607,0.0111,0.0154,0.8159,-0.0034,0.9674,-0.0151,0.6958,0.2637,0.1058
65-74,NaN,NaN,NaN,NaN,0.5466,0.0000,0.0914,0.2016,-0.0407,0.6063,0.0140,0.7660,0.2335,0.0310
75-84,NaN,NaN,NaN,NaN,0.5419,0.0000,0.1313,0.0896,-0.0108,0.9009,0.0109,0.8348,0.1941,0.0821
85-plus,NaN,NaN,NaN,NaN,0.8996,0.0000,0.1945,0.0122,0.0246,0.7734,-0.0442,0.3654,0.2481,0.0317
