Ages,Feb (es),Feb (pval),March (es),March (pval),April (es),April (pval),May (es),May (pval),June (es),June (pval),July (es),July (pval),Aug (es),Aug (pval)
0-17,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
18-29,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1.1890,NaN,33.0218,NaN
30-39,NaN,NaN,0.8121,NaN,0.4337,0.1774,0.5208,0.1692,-0.6722,NaN,0.6814,0.1577,0.4117,0.4872
40-49,NaN,NaN,1.0155,0.0106,0.6631,0.0018,0.4079,0.0241,0.4312,0.1587,0.2395,0.5124,0.0258,0.9352
50-64,NaN,NaN,0.9773,0.0001,0.7250,0.0000,0.7587,0.0000,0.6185,0.0006,0.2241,0.2349,0.3275,0.0275
65-74,NaN,NaN,0.8232,0.0001,0.7386,0.0000,0.6008,0.0000,0.5905,0.0004,0.2696,0.0944,0.2995,0.0227
75-84,NaN,NaN,1.0476,0.0000,0.7476,0.0000,0.7166,0.0000,0.6146,0.0009,0.2335,0.1112,0.2829,0.0430
85-plus,NaN,NaN,1.0898,0.0000,0.7605,0.0000,0.6639,0.0000,0.5283,0.0020,0.3866,0.0053,0.4904,0.0002
