Ages,Feb (es),Feb (pval),March (es),March (pval),April (es),April (pval),May (es),May (pval),June (es),June (pval),July (es),July (pval),Aug (es),Aug (pval)
0-17,0.1267,0.7932,-0.1497,0.8525,0.0296,0.9035,0.0676,0.5667,0.2621,0.1046,0.1084,0.6903,1.0518,0.3374
18-29,0.3590,0.2033,0.1577,0.5348,-0.2166,0.4580,0.2372,0.0713,0.2299,0.0492,0.3539,0.1314,0.6223,0.1481
30-39,0.0970,0.5009,-0.0714,0.7481,0.0980,0.7100,0.1542,0.1695,0.3608,0.0154,0.5432,0.0316,0.0385,0.7703
40-49,0.1294,0.1171,0.1166,0.1765,-0.0825,0.4428,-0.0088,0.8877,0.0251,0.6912,0.2171,0.0214,0.1268,0.1318
50-64,0.0979,0.1893,-0.0286,0.5738,-0.0212,0.7753,-0.0235,0.6415,0.0472,0.4632,0.1031,0.1294,0.2057,0.3471
65-74,0.0593,0.4665,-0.0381,0.4272,-0.0353,0.6500,0.0168,0.7643,-0.0290,0.6352,0.0760,0.2673,0.1129,0.4266
75-84,-0.0366,0.6180,0.0133,0.8027,0.1326,0.1100,0.0394,0.5163,0.0070,0.9239,0.1284,0.0696,-0.0190,0.7695
85-plus,0.0344,0.6265,0.1034,0.2585,0.3337,0.0002,0.1098,0.1047,0.0318,0.6601,0.0377,0.6162,-0.0597,0.3167
