Ages,Feb (es),Feb (pval),March (es),March (pval),April (es),April (pval),May (es),May (pval),June (es),June (pval),July (es),July (pval),Aug (es),Aug (pval)
0-17,0.1333,0.1525,0.0133,0.8949,-0.0485,0.5767,0.0576,0.1841,0.0567,0.4330,0.2827,0.0035,0.5446,0.0484
18-29,0.0466,0.6712,0.0324,0.6849,-0.0197,0.8008,0.1875,0.0008,0.1700,0.0017,0.4237,0.0007,0.3668,0.0891
30-39,0.0652,0.4206,0.0769,0.4217,0.0377,0.5895,0.0821,0.1212,0.1494,0.0027,0.3364,0.0060,0.4145,0.0000
40-49,0.1016,0.2236,0.0646,0.2544,0.0566,0.4328,-0.0035,0.9438,0.0731,0.2175,0.2816,0.0004,0.4009,0.0000
50-64,0.0399,0.5502,-0.0295,0.5248,-0.0476,0.4441,-0.0414,0.3544,0.0389,0.4475,0.1163,0.0967,0.1884,0.0199
65-74,0.0051,0.9446,-0.0177,0.6954,-0.0613,0.3603,0.0107,0.8204,-0.0360,0.4547,0.0450,0.5074,-0.1089,0.1219
75-84,-0.0085,0.8916,0.0414,0.3571,0.1387,0.0958,0.0292,0.5897,-0.0103,0.8593,0.0869,0.4160,-0.0400,0.5345
85-plus,-0.0233,0.6340,0.1617,0.0108,0.2384,0.0024,0.0986,0.1043,0.0029,0.9575,-0.0087,0.9309,-0.0949,0.1298
