State,Cases Cum,Cases Change,Vax Cum,Vax Change,Y19 pop: ages 0-17,Y20: ages 0-17,Y21: ages 0-17,Y19 pop: ages 18-29,Y20: ages 18-29,Y21: ages 18-29,Y19 pop: ages 30-39,Y20: ages 30-39,Y21: ages 30-39,Y19 pop: ages 40-49,Y20: ages 40-49,Y21: ages 40-49,Y19 pop: ages 50-64,Y20: ages 50-64,Y21: ages 50-64,Y19 pop: ages 65-74,Y20: ages 65-74,Y21: ages 65-74,Y19 pop: ages 75-84,Y20: ages 75-84,Y21: ages 75-84,Y19 pop: ages 85-plus,Y20: ages 85-plus,Y21: ages 85-plus
SD,108315,9151,107685.00,81821.00,217101,0,0,138420,0,NaN,112891,0,NaN,95255,0,NaN,165658,0,NaN,89216,0,NaN,41670,0,21,20985,0,28
TN,735109,122947,627911.00,515575.00,1510050,0,NaN,1097639,0,NaN,882026,0,11,847903,0,31,1327566,0,168,681396,0,275,340228,0,288,121769,0,204
TX,2392443,619960,2496232.00,1972966.00,7399719,0,NaN,4914742,0,29,4138794,0,105,3719487,0,256,4974261,0,1265,2245028,NaN,1580,1080742,0,1551,408459,0,1023
UT,347208,67486,323030.00,291758.00,931184,0,0,611382,0,NaN,449773,0,NaN,388390,0,NaN,454519,0,29,219466,0,49,107832,0,42,38574,0,41
VA,510380,151625,870820.00,780657.00,1860793,0,0,1342662,0,NaN,1132257,0,NaN,1061185,0,31,1664441,0,180,802291,0,291,402130,0,344,154485,0,365
VT,11180,4051,72428.00,57629.00,114005,0,0,103668,0,0,73235,0,0,71440,0,0,136030,0,NaN,75206,0,NaN,35396,0,NaN,14437,0,11
WA,313551,62921,720603.00,647306.00,1663059,0,0,1219606,0,NaN,1114022,0,NaN,941020,0,19,1415269,NaN,60,735524,NaN,79,339621,NaN,116,134578,NaN,123
WI,592921,70398,513385.00,451729.00,1266596,0,0,924730,0,NaN,733793,0,NaN,681982,0,11,1195088,0,35,594748,0,78,294186,0,116,128309,0,163
WV,121425,33605,260325.00,207182.00,359567,0,0,265435,0,0,208129,0,NaN,221282,0,NaN,369752,0,40,217323,0,74,109552,0,88,40136,0,68
WY,52057,7648,58721.00,51865.00,133734,0,0,88604,0,0,77322,0,0,66723,0,NaN,110103,0,NaN,60590,0,11,27598,0,16,10991,0,15
