Ages,Feb (es),Feb (pval),March (es),March (pval),April (es),April (pval),May (es),May (pval),June (es),June (pval),July (es),July (pval),Aug (es),Aug (pval)
0-17,0.2006,0.2500,-0.0391,0.8911,-0.0636,0.8640,0.0818,0.7079,0.1549,0.2500,0.2507,0.0094,0.8481,0.0069
18-29,0.0538,0.8496,0.0190,0.9241,0.0772,0.8184,0.3472,0.0204,0.1072,0.2559,0.2119,0.1149,0.4841,0.1149
30-39,0.1049,0.5749,0.1076,0.6859,0.1226,0.6741,0.2210,0.1149,0.0625,0.5749,0.1810,0.1456,0.3451,0.2307
40-49,0.0415,0.8184,0.1035,0.4107,0.3126,0.0529,0.0407,0.8496,-0.0082,0.9241,0.1371,0.0867,0.2565,0.1743
50-64,0.0088,0.9241,-0.0532,0.6741,0.0703,0.7550,-0.0257,0.8831,-0.0073,0.9241,0.0020,0.9792,0.0567,0.8831
65-74,-0.0273,0.8496,-0.0124,0.8911,0.0927,0.6990,0.0556,0.7777,-0.0616,0.5749,0.0379,0.7492,0.1393,0.6990
75-84,0.0012,0.9792,0.0300,0.7777,0.4346,0.0094,0.0941,0.6741,-0.0397,0.7686,0.0812,0.6990,0.1049,0.7777
85-plus,0.0771,0.1683,0.1821,0.0125,0.6938,0.0000,0.2503,0.0867,-0.0228,0.8496,0.0577,0.8184,0.0878,0.8184
